SUB-UNIT UIC,SUB-UNIT NAME
FTJAA,7TH BN 9TH ARTY
FUZAA,4TH BN 60THARTY
FNDAA,7TH BN 13 ARTY
A2FAA,2ND BN 17 ARTY
A2GAA,5TH BN 27THARTY
A2FAA,2ND BN 17 ARTY
A2EAA,2ND BN 13 ARTY
A1TAA,6TH BN 32 ARTY
A11AA,1ST BN 83 ARTY
A1TAA,6TH BN 32 ARTY
A2EAA,2ND BN 13 ARTY
A2CAA,3RD BN 6TH ARTY
A2KAA,6TH BN 16THARTY
A2LAA,1ST BN 30 ARTY
A2NAA,1ST BN 92 ARTY
A2SAA,2ND BN 35 ARTY
A2CAA,3RD BN 6TH ARTY
A2AAA,2ND BN 32 ARTY
A11AA,1ST BN 83 ARTY
A2AAA,2ND BN 32 ARTY
A18AA,6TH BN 14 ARTY
A11AA,1ST BN 83 ARTY
A1TAA,6TH BN 32 ARTY
A11AA,1ST BN 83 ARTY
A1SAA,6TH BN 27 ARTY
A11AA,1ST BN 83 ARTY
A1SAA,6TH BN 27 ARTY
A1TAA,6TH BN 32 ARTY
A1SAA,6TH BN 27 ARTY
A1TAA,6TH BN 32 ARTY
A1SAA,6TH BN 27 ARTY
BXAAA,504TH BN
CXGAA,615TH MP CO
BXAAA,504TH BN
BXCAA,CO A 716TH MP
BXDAA,720TH MP BN
BXCAA,CO A 716TH MP
D5PAA,127TH MP CO
CXGAA,615TH MP CO
BXDAA,720TH MP BN
BXCAA,CO A 716TH MP
FPDAA,527TH MP CO
FNUAA,93RD MP CO
FTNAA,58TH INF
FTTAA,87TH INF CO D
FTQAA,CO C 52ND INF
FTNAA,58TH INF
BXDAA,720TH MP BN
BXCAA,CO A 716TH MP
BXAAA,504TH BN
C4VAA,66TH MP CO
DFGAA,89TH MP CO
BXCAA,CO A 716TH MP
BXDAA,720TH MP BN
BXCAA,CO A 716TH MP
BXDAA,720TH MP BN
BYFAA,557TH MP CO
BXDAA,720TH MP BN
BXAAA,504TH BN
BXDAA,720TH MP BN
BXAAA,504TH BN
CXGAA,615TH MP CO
FPDAA,527TH MP CO
FTTAA,87TH INF CO D
FTQAA,CO C 52ND INF
FTNAA,58TH INF
FNUAA,93RD MP CO
FNWAA,177TH MP CO
FTQAA,CO C 52ND INF
FTNAA,58TH INF
FTUAA,D CO 51ST INF
FTQAA,CO C 52ND INF
FPDAA,527TH MP CO
FTNAA,58TH INF
FTTAA,87TH INF CO D
FTQAA,CO C 52ND INF
FTNAA,58TH INF
CXGAA,615TH MP CO
D5PAA,127TH MP CO
FTUAA,51ST IN CO
CXGAA,615TH MP CO
BXAAA,504TH BN
BYFAA,557TH MP CO
BXTAA,212TH MP CO
BXDAA,720TH MP BN
BXCAA,CO A 716TH MP
BXAAA,504TH BN
BXCAA,CO A 716TH MP
BXDAA,720TH MP BN
BXCAA,CO A 716TH MP
FNUAA,93RD MP CO
FPDAA,527TH MP CO
FNWAA,177TH MP CO
FNUAA,93RD MP CO
FTNAA,58TH INF
FTQAA,CO C 52ND INF
FTNAA,58TH INF
D5PAA,127TH MP CO
BXAAA,504TH BN
CXGAA,615TH MP CO
BXAAA,504TH MP BDE
FTUAA,D CO 51ST INF
CXGAA,615TH MP CO
FPDAA,527TH MP CO
FTTAA,87TH INF CO D
FTSAA,87TH INF CO C
FTRAA,52ND INF CO
FTQAA,CO C 52ND INF
D5PAA,127TH MP CO
DZNAA,34TH EN BN
FU0AA,E BTRY 41ST MG
B0YAA,3RD ORD BN AMMO
FUDAA,588 SUPPORT CO
CKZAA,HHD 11TH BN
B0YAA,3RD ORD BN AMMO
CEGAA,53 SC BN CORPS
AZ8AA,70TH EN BN
AZVAA,37TH COMBAT EN
B0YAA,3RD ORD BN AMMO
A0FAA,299TH EN BN
AZ8AA,70TH EN BN
AZ2AA,20TH EN BN
AZVAA,37TH COMBAT EN
CPNAA,1099 TRANS CO
CEGAA,53RD SIG CP BN
DZNAA,34TH EN BN
CPNAA,1099 TRANS CO
B0YAA,3RD ORD BN AMMO
A0FAA,299TH EN BN
AZ8AA,70TH EN BN
AZ2AA,20TH EN BN
AZVAA,37TH COMBAT EN
B0YAA,3RD ORD BN AMMO
AZ8AA,70TH EN BN
AZ2AA,20TH EN BN
CEGAA,53RD SIG CP BN
CPNAA,1099 TRANS CO
AZ2AA,20TH EN BN
AZVAA,37TH COMBAT EN
B0YAA,3RD ORD BN AMMO
CEGAA,53RD SIG CP BN
B75AB,170TH AMMO BN
B75AA,170TH AMMO BN
B7VAB,133RD AMMO BN
B7VAA,133RD AMMO BN
B06AA,184TH AMMO BN
B7VAA,133RD AMMO BN
B6PAB,44TH ORD BN
B6PAA,44TH ORD BN
B6MAB,42ND ORD BN
B6MAA,42ND ORD BN
B06AB,184TH AMMO BN
B06AA,184TH AMMO BN
BGUAB,1ST LOG CMD
BGUAA,1ST LOG CMD
FMVAB,191ST AMMO BN
FMVAA,191ST AMMO BN
FFFAB,25TH AMMO BN
FFFAA,25TH AMMO BN
B7VAB,133RD AMMO BN
B7VAA,133RD AMMO BN
B6PAB,44TH ORD BN
B6PAA,44TH ORD BN
B6MAB,42ND AMMO BN
B6MAA,42ND AMMO BN
B0YAC,3RD ORD BN AMMO
B0YAB,3RD ORD BN AMMO
BGUAA,1ST LOG CMD
B0YAB,3RD ORD BN AMMO
B6MAB,42ND ORD BN
B6MAA,42ND ORD BN
B0YAC,3RD ORD BN AMMO
B0YAB,3RD ORD BN AMMO
B7VAB,133RD AMMO BN
B75AB,170TH AMMO BN
B75AA,170TH AMMO BN
B7VAB,133RD AMMO BN
BV6AB,191ST ORD BN
BV6AA,191ST ORD BN
B7VAB,133RD AMMO BN
B7VAA,133RD AMMO BN
B6PAB,44TH ORD BN
B6PAA,44TH ORD BN
B6MAB,42ND ORD BN
B7VAB,133RD AMMO BN
B7VAA,133RD AMMO BN
B06AA,184TH AMMO BN
B7VAA,133RD AMMO BN
B06AB,184TH AMMO BN
B06AA,184TH AMMO BN
FMVAA,191ST AMMO BN
FMVAB,191ST AMMO BN
FMVAA,191ST AMMO BN
FFFAA,25TH ORD BN
FFFAB,25TH ORD BN
FMVAB,191ST AMMO BN
FMVAA,191ST AMMO BN
B06AA,184TH AMMO BN
B7VAA,133RD AMMO BN
B6PAB,44TH ORD BN
B6PAA,44TH ORD BN
B06AB,184TH AMMO BN
B06AA,184TH AMMO BN
B7VAB,133RD AMMO BN
B7VAA,133RD AMMO BN
FMVAB,191ST AMMO BN
FMVAA,191ST AMMO BN
FMVAB,191ST AMMO BN
FMVAA,191ST AMMO BN
FFFAB,25TH ORD BN
FFFAA,25TH ORD BN
FFFAB,25TH ORD BN
FFFAA,25TH ORD BN
FMVAB,191ST AMMO BN
FMVAA,191ST AMMO BN
B06AA,184TH AMMO BN
B06AB,184TH AMMO BN
B06AA,184TH AMMO BN
B7VAB,133RD AMMO BN
B7VAA,133RD AMMO BN
B6PAB,44TH ORD BN
B6PAA,44TH ORD BN
B6MAB,42ND ORD BN
B6MAA,42ND ORD BN
B06AB,184TH AMMO BN
FMVAB,191ST AMMO BN
FMVAA,191ST AMMO BN
B75AB,170TH AMMO BN
B75AA,170TH AMMO BN
B7VAB,133RD AMMO BN
B7VAA,133RD AMMO BN
B6MAB,42ND AMMO BN
B6MAA,42ND AMMO BN
B06AB,184TH AMMO BN
B6MAB,42ND AMMO BN
B0YAC,3RD ORD BN AMMO
B0YAB,3RD ORD BN AMMO
B6MAB,42ND AMMO BN
B6MAA,42ND AMMO BN
B6MAB,42ND AMMO BN
B6MAA,42ND AMMO BN
B06AA,184TH AMMO BN
B0YAC,3RD ORD BN AMMO
B06AB,184TH AMMO BN
B06AA,184TH AMMO BN
B75AA,170TH ORD BN
B7VAB,133RD AMMO BN
B7VAA,133RD AMMO BN
B6PAB,44TH ORD BN
B0YAB,3RD ORD BN
B6PAB,44TH ORD BN
B6PAA,44TH ORD BN
B6MAB,42ND ORD BN
B6MAA,42ND ORD BN
B06AB,184TH AMMO BN
B06AA,184TH AMMO BN
B0YAC,3RD ORD BN
B0YAB,3RD ORD BN
B7VAA,133RD AMMO BN
B06AA,184TH AMMO BN
B7VAB,133RD AMMO BN
B7VAA,133RD AMMO BN
B6MAA,42ND AMMO BN
B6MAB,42ND AMMO BN
B6PAA,44TH AMMO BN
B6PAB,44TH AMMO BN
B7LAA,85TH AMMO BN
B7LAB,85TH AMMO BN
B7VAA,133RD AMMO BN
B7VAB,133RD AMMO BN
B75AA,170TH AMMO BN
B75AB,170TH AMMO BN
B6MAA,42ND AMMO BN
B0YAB,3RD AMMO BN
B6MAA,42ND AMMO BN
B06AB,184TH AMMO BN
B06AA,184TH AMMO BN
B0YAC,3RD AMMO BN
B0YAB,3RD AMMO BN
FFFAB,25TH AMMO BN
FMVAB,191ST AMMO BN
FMVAA,191ST AMMO BN
FMVAB,191ST AMMO BN
FMVAA,191ST AMMO BN
FFFAA,25TH AMMO BN
FFFAB,25TH AMMO BN
FFFAA,25TH ORD BN
FMVAB,191ST AMMO BN
FMVAA,191ST AMMO BN
FFFAB,25TH ORD BN
FFFAA,25TH ORD BN
FK3AA,4TH BN 21ST INF
FBVAA,3RD BN 21ST INF
FK3AA,4TH BN 21ST INF
FBVAA,3RD BN 21ST INF
FBKAA,3RD BN82ND ARTY
FBWAA,4TH BN 31ST INF
FBVAA,3RD BN 21ST INF
FBKAA,3RD BN82ND ARTY
FK3AA,4TH BN 21ST INF
FB1AA,2ND BN 1ST INF
FBWAA,4TH BN 31ST INF
FK3AA,4TH BN 21ST INF
FB1AA,2ND BN 1ST INF
FK3AA,4TH BN 21ST INF
FB1AA,2ND BN 1ST INF
FBVAA,3RD BN 21ST INF
FBKAA,3RD BN82ND ARTY
GLFAA,26TH ENG BN
GLEAA,123RD AVN BN
G15AA,5TH BN 46TH INF
GLEAA,123RD AVN BN
GLVAA,23RD S AND T BN
GLFAA,26TH ENG BN
FAPAA,H TRP 17TH CAV
FBGAA,2ND BN 17TH CAV
FAPAA,H TRP 17TH CAV
DPSAA,1ST BN 20TH INF
DPVAA,3RD BN 1ST INF
DP0AA,4TH BN 3RD INF
DPSAA,1ST BN 20TH INF
DPCAA,11TH INF BDE
DPSAA,1ST BN 20TH INF
DPEAA,TRP E 1ST CAV
DPCAA,11TH INF BDE
DPSAA,1ST BN 20TH INF
DPMAA,6TH SPT BN
DPGAA,6TH BN 11THARTY
DPEAA,TRP E 1ST CAV
GLFAA,26TH ENG BN
GLEAA,123RD AVN BN
FBWAA,4TH BN 31ST INF
FBKAA,3RD BN82ND ARTY
FBVAA,3RD BN 21ST INF
FBKAA,3RD BN82ND ARTY
FBWAA,4TH BN 31ST INF
FBVAA,3RD BN 21ST INF
FBFAA,HHC 198TH INF
FAPAA,H TRP 17TH CAV
ADDAA,1ST BN 52ND INF
ADAAA,1ST BN 46TH INF
ADXAA,1ST BN 14THARTY
ADAAA,1ST BN 46TH INF
AC4AA,1ST BN 6TH INF
ACYAA,1ST SQ 1ST CAV
C5JAA,176TH AVN CO
C44AA,176TH AVN CO
C42AA,174TH AVN CO
DPVAA,3RD BN 1ST INF
DP0AA,4TH BN 3RD INF
DPVAA,3RD BN 1ST INF
DPCAA,11TH INF BDE
DPVAA,3RD BN 1ST INF
DPEAA,TRP E 1ST CAV
DPCAA,11TH INF BDE
DPVAA,3RD BN 1ST INF
DPSAA,1ST BN 20TH INF
DPMAA,6TH SPT BN
DPGAA,6TH BN 11THARTY
DPEAA,TRP E 1ST CAV
ADAAA,1ST BN 46TH INF
ADDAA,1ST BN 52ND INF
ADAAA,1ST BN 46TH INF
AC4AA,1ST BN 6TH INF
ADXAA,1ST BN 14THARTY
AC4AA,1ST BN 6TH INF
ACYAA,1ST SQ 1ST CAV
DPSAA,1ST BN 20TH INF
DPVAA,3RD BN 1ST INF
DP0AA,4TH BN 3RD INF
DPSAA,1ST BN 20TH INF
DPEAA,TRP E 1ST CAV
DPCAA,11TH INF BDE
DPEAA,TRP E 1ST CAV
DPSAA,1ST BN 20TH INF
DPEAA,TRP E 1ST CAV
DPGAA,6TH BN 11THARTY
DPEAA,TRP E 1ST CAV
DPSAA,1ST BN 20TH INF
DPMAA,6TH SPT BN
DPGAA,6TH BN 11THARTY
DPEAA,TRP E 1ST CAV
A2HAA,2ND BN 11THARTY
A2JAA,3RD BN 16THARTY
A2HAA,2ND BN 11THARTY
A1RAA,3RD BN 18THARTY
FBVAA,3RD BN 21ST INF
FBWAA,4TH BN 31ST INF
FBVAA,3RD BN 21ST INF
FB1AA,2ND BN 1ST INF
FBVAA,3RD BN 21ST INF
FBKAA,3RD BN82ND ARTY
FK3AA,4TH BN 21ST INF
FBKAA,3RD BN82ND ARTY
FBGAA,2ND BN 17TH CAV
FAPAA,H TRP 17TH CAV
FBGAA,2ND BN 17TH CAV
FBEAA,HHC 196TH INF
ADAAA,1ST BN 46TH INF
ADDAA,1ST BN 52ND INF
ADAAA,1ST BN 46TH INF
AC4AA,1ST BN 6TH INF
ACYAA,1ST SQ 1ST CAV
ADXAA,1ST BN 14THARTY
ACYAA,1ST SQ 1ST CAV
A2JAA,3RD BN 16THARTY
A2HAA,2ND BN 11THARTY
A2JAA,3RD BN 16THARTY
A2HAA,2ND BN 11THARTY
A1RAA,3RD BN 18THARTY
A2HAA,2ND BN 11THARTY
A1RAA,3RD BN 18THARTY
A2HAA,2ND BN 11THARTY
A1RAA,3RD BN 18THARTY
A2HAA,2ND BN 11THARTY
A1RAA,3RD BN 18THARTY
A2HAA,2ND BN 11THARTY
A1RAA,3RD BN 18THARTY
A2HAA,2ND BN 11THARTY
FEXAA,161ST AVN CO
C44AA,176TH AVN CO
C42AA,174TH AVN CO
C5JAA,176TH AVN CO
C44AA,176TH AVN CO
C42AA,174TH AVN CO
ACYAA,1ST SQ 1ST CAV
ARTAA,71 ASLT HEL CO
FBWAA,4TH BN 31ST INF
FBGAA,2ND BN 17TH CAV
FBKAA,3RD BN82ND ARTY
FB1AA,2ND BN 1ST INF
FBKAA,3RD BN82ND ARTY
FBGAA,2ND BN 17TH CAV
FBWAA,4TH BN 31ST INF
FBVAA,3RD BN 21ST INF
FBKAA,3RD BN82ND ARTY
FAXAA,8TH SPT BN
FAPAA,H TRP 17TH CAV
GLFAA,26TH ENG BN
GLEAA,123RD AVN BN
DPSAA,1ST BN 20TH INF
DPVAA,3RD BN 1ST INF
DP0AA,4TH BN 3RD INF
DPSAA,1ST BN 20TH INF
DPCAA,11TH INF BDE
DPSAA,1ST BN 20TH INF
DPEAA,TRP E 1ST CAV
DPCAA,11TH INF BDE
DPSAA,1ST BN 20TH INF
DPMAA,6TH SPT BN
DPGAA,6TH BN 11THARTY
DPEAA,TRP E 1ST CAV
GLFAA,26TH ENG BN
GLEAA,123RD AVN BN
G15AA,5TH BN 46TH INF
GLEAA,123RD AVN BN
DPSAA,1ST BN 20TH INF
DPVAA,3RD BN 1ST INF
DP0AA,4TH BN 3RD INF
DPSAA,1ST BN 20TH INF
DPCAA,11TH INF BDE
DPEAA,TRP E 1ST CAV
DPCAA,11TH INF BDE
DPSAA,1ST BN 20TH INF
DPMAA,6TH SPT BN
DPEAA,TRP E 1ST CAV
DPGAA,6TH BN 11THARTY
DPMAA,6TH SPT BN
DPGAA,6TH BN 11THARTY
DPEAA,TRP E 1ST CAV
A2JAA,3RD BN 16THARTY
A2HAA,2ND BN 11THARTY
A1RAA,3RD BN 18THARTY
A2HAA,2ND BN 11THARTY
A1RAA,3RD BN 18THARTY
A2HAA,2ND BN 11THARTY
A1RAA,3RD BN 18THARTY
A2HAA,2ND BN 11THARTY
A1RAA,3RD BN 18THARTY
FAPAA,H TRP 17TH CAV
FB1AA,2ND BN 1ST INF
FBKAA,3RD BN82ND ARTY
FB1AA,2ND BN 1ST INF
FBVAA,3RD BN 21ST INF
FBKAA,3RD BN82ND ARTY
FB1AA,2ND BN 1ST INF
FBGAA,2ND BN 17TH CAV
FB1AA,2ND BN 1ST INF
FBGAA,2ND BN 17TH CAV
FB1AA,2ND BN 1ST INF
FBKAA,3RD BN82ND ARTY
FBGAA,2ND BN 17TH CAV
FB1AA,2ND BN 1ST INF
FBWAA,4TH BN 31ST INF
FBVAA,3RD BN 21ST INF
FBFAA,HHC 198TH INF
FBVAA,3RD BN 21ST INF
FBKAA,3RD BN82ND ARTY
FBVAA,3RD BN 21ST INF
GLEAA,123RD AVN BN
GLFAA,26TH ENG BN
GLEAA,123RD AVN BN
FEXAA,161ST AVN CO
FBKAA,3RD BN82ND ARTY
C44AA,176TH AVN CO
C5JAA,176TH AVN CO
C44AA,176TH AVN CO
C42AA,174TH AVN CO
C44AA,176TH AVN CO
C42AA,174TH AVN CO
ACYAA,1ST SQ 1ST CAV
A1RAA,3RD BN 18THARTY
ARTAA,71 ASLT HEL CO
AX2AA,14TH AVN BN
ADDAA,1ST BN 52ND INF
FBKAA,3RD BN82ND ARTY
FBVAA,3RD BN 21ST INF
FBWAA,4TH BN 31ST INF
FBKAA,3RD BN82ND ARTY
FAPAA,H TRP 17TH CAV
DPGAA,6TH BN 11THARTY
ADDAA,1ST BN 52ND INF
ADXAA,1ST BN 14THARTY
ADDAA,1ST BN 52ND INF
ACYAA,1ST SQ 1ST CAV
AC4AA,1ST BN 6TH INF
ACYAA,1ST SQ 1ST CAV
ADDAA,1ST BN 52ND INF
ADAAA,1ST BN 46TH INF
AC4AA,1ST BN 6TH INF
ADAAA,1ST BN 46TH INF
AC4AA,1ST BN 6TH INF
ADAAA,1ST BN 46TH INF
AC4AA,1ST BN 6TH INF
ADAAA,1ST BN 46TH INF
AC4AA,1ST BN 6TH INF
ADAAA,1ST BN 46TH INF
AC4AA,1ST BN 6TH INF
ADAAA,1ST BN 46TH INF
AC4AA,1ST BN 6TH INF
ADAAA,1ST BN 46TH INF
AC4AA,1ST BN 6TH INF
A2JAA,3RD BN 16THARTY
A1RAA,3RD BN 18THARTY
A2JAA,3RD BN 16THARTY
A1RAA,3RD BN 18THARTY
A2JAA,3RD BN 16THARTY
A1RAA,3RD BN 18THARTY
A2JAA,3RD BN 16THARTY
A1RAA,3RD BN 18THARTY
A2JAA,3RD BN 16THARTY
A2HAA,2ND BN 11THARTY
ADAAA,1ST BN 46TH INF
ADDAA,1ST BN 52ND INF
ADAAA,1ST BN 46TH INF
AC4AA,1ST BN 6TH INF
ACYAA,1ST SQ 1ST CAV
ADXAA,1ST BN 14THARTY
ACYAA,1ST SQ 1ST CAV
A2HAA,2ND BN 11THARTY
GFYAA,90TH CML DET
GLEAA,123RD AVN BN
G15AA,5TH BN 46TH INF
G20AA,F TRP 8TH CAV
GLEAA,123RD AVN BN
GLFAA,26TH ENG BN
GLEAA,123RD AVN BN
A2HAA,2ND BN 11THARTY
ARTAA,71 ASLT HEL CO
ADAAA,1ST BN 46TH INF
ADDAA,1ST BN 52ND INF
ADAAA,1ST BN 46TH INF
AC4AA,1ST BN 6TH INF
ADXAA,1ST BN 14THARTY
AC4AA,1ST BN 6TH INF
ACYAA,1ST SQ 1ST CAV
FEXAA,161ST AVN CO
FB1AA,2ND BN 1ST INF
FBWAA,4TH BN 31ST INF
FBKAA,3RD BN82ND ARTY
FB1AA,2ND BN 1ST INF
FBKAA,3RD BN82ND ARTY
FBWAA,4TH BN 31ST INF
FBVAA,3RD BN 21ST INF
FBKAA,3RD BN82ND ARTY
A2JAA,3RD BN 16THARTY
A2HAA,2ND BN 11THARTY
FAXAA,8TH SPT BN
C5JAA,176TH AVN CO
C44AA,176TH AVN CO
C42AA,174TH AVN CO
ACYAA,1ST SQ 1ST CAV
AC4AA,1ST BN 6TH INF
ACYAA,1ST SQ 1ST CAV
AC4AA,1ST BN 6TH INF
ADAAA,1ST BN 46TH INF
AC4AA,1ST BN 6TH INF
ADDAA,1ST BN 52ND INF
ADAAA,1ST BN 46TH INF
ADXAA,1ST BN 14THARTY
FBVAA,3RD BN 21ST INF
FBWAA,4TH BN 31ST INF
FBVAA,3RD BN 21ST INF
FBKAA,3RD BN82ND ARTY
FB1AA,2ND BN 1ST INF
FBKAA,3RD BN82ND ARTY
FBGAA,2ND BN 17TH CAV
FAPAA,H TRP 17TH CAV
FBVAA,3RD BN 21ST INF
FK3AA,4TH BN 21ST INF
FBVAA,3RD BN 21ST INF
FBKAA,3RD BN82ND ARTY
FBGAA,2ND BN 17TH CAV
FBFAA,HHC 198TH INF
FAPAA,H TRP 17TH CAV
DPSAA,1ST BN 20TH INF
DPVAA,3RD BN 1ST INF
DP0AA,4TH BN 3RD INF
DPSAA,1ST BN 20TH INF
DPCAA,11TH INF BDE
DPSAA,1ST BN 20TH INF
DPEAA,TRP E 1ST CAV
DPCAA,11TH INF BDE
DPSAA,1ST BN 20TH INF
DPMAA,6TH SPT BN
DPGAA,6TH BN 11THARTY
DPEAA,TRP E 1ST CAV
A2JAA,3RD BN 16THARTY
A2HAA,2ND BN 11THARTY
A1RAA,3RD BN 18THARTY
AZVAA,937 ENG GP
AZ1AA,19TH ENG BN
BAFAA,84TH ENG BN
BCVAA,511TH ENG BN
AZ1AA,19TH ENG BN
AZ0AA,14TH ENG BN
AZVAA,937 ENG GP
AZ1AA,19TH ENG BN
AZ8AA,70TH ENG BN
AZ2AA,20TH ENG BN
AZ1AA,19TH ENG BN
AZ2AA,20TH ENG BN
AZ1AA,19TH ENG BN
DYJAA,93RD ENG BN
DRAAA,137TH ENGR CO
DFLAA,589TH ENG BN
DE0AA,554TH ENG BN
DFLAA,589TH ENG BN
DE0AA,554TH ENG BN
BBPAA,573RD ENG CO
BB3AA,584TH ENG CO
BA4AA,73RD ENG CO
BCVAA,511TH ENG BN
BCUAA,509TH ENG CO
A0JAA,588TH ENG BN
AZ1AA,19TH ENG BN
BAFAA,84TH ENG BN
BCVAA,511TH ENG CO
BB3AA,584TH ENG CO
BBPAA,573RD ENG CO
BA4AA,73RD ENG BN
BAFAA,84TH ENG BN
AZ8AA,70TH ENG BN
AZVAA,937 ENG GP
AZ2AA,20TH ENG BN
AZVAA,937 ENG GP
AZ8AA,70TH ENG BN
AZ2AA,20TH ENG BN
BCVAA,511TH ENG BN
AZ2AA,20TH ENG BN
AZ5AA,35TH ENG BN
AZ8AA,70TH ENG BN
AZ2AA,20TH ENG BN
AZ1AA,19TH ENG BN
AZ0AA,14TH ENG BN
AZVAA,937 ENG GP
DZNAA,34TH CONST BN
DE0AA,554TH ENG BN
DFLAA,589TH ENG BN
DE0AA,554TH ENG BN
DE1AA,815TH ENG CO
DE0AA,554TH ENG BN
DE1AA,815TH ENG CO
AZ5AA,35TH ENG BN
DE0AA,554TH ENG BN
AZVAA,937 ENG GP
BAFAA,84TH ENG BN
BB0AA,100TH ENGR CO
AZVAA,937 ENG GP
AZ1AA,19TH ENG BN
AZVAA,937 ENG GP
AZ1AA,19TH ENG BN
AZ2AA,20TH ENG BN
AZ1AA,19TH ENG BN
AZ8AA,70TH ENG BN
AZ2AA,20TH ENG BN
DRAAA,137TH ENGR CO
DFLAA,589TH ENG BN
DE0AA,554TH ENG BN
DFLAA,589TH ENG BN
DE0AA,554TH ENG BN
A0BAA,86TH ENG BN
AZ8AA,70TH ENG BN
AZ2AA,20TH ENG BN
AZ1AA,19TH ENG BN
AZVAA,937 ENG GP
BAFAA,84TH ENG BN
BCVAA,511TH ENG CO
BAFAA,84TH ENG BN
DXYAA,104TH ENG CO
DE0AA,554TH ENG BN
DEMAA,45TH ENG CO
DFLAA,589TH ENG BN
DE0AA,554TH ENG BN
A0FAA,299TH ENG BN
AZVAA,937TH ENG GP
A0FAA,299TH ENG BN
AZ8AA,70TH ENG BN
AZVAA,937TH ENG GP
BVCAA,1ST MI BN
ABWAA,1ST 508TH INF
ABVAA,2ND 505TH INF
ABUAA,1ST 505TH INF
ABLAA,2ND 321ST ARTY
ABUAA,1ST 505TH INF
ABVAA,2ND 505TH INF
ABWAA,1ST 508TH INF
ABLAA,2ND 321ST ARTY
AA5AA,1ST SQ 17TH CAV
ABLAA,2ND 321ST ARTY
ABUAA,1ST 505TH INF
ABVAA,2ND 505TH INF
ABWAA,1ST 508TH INF
ABLAA,2ND 321ST ARTY
AA5AA,1ST SQ 17TH CAV
ABUAA,1ST 505TH INF
ABVAA,2ND 505TH INF
ABWAA,1ST 508TH INF
ABUAA,1ST 505TH INF
ABLAA,2ND 321ST ARTY
AA5AA,1ST SQ 17TH CAV
DE1AA,815TH ENG CO
AZ8AA,70TH ENG BN
AZ5AA,35TH ENG BN
AZ2AA,20TH ENG BN
AZ1AA,19TH ENG BN
AZVAA,937 ENG GP
AZ2AA,20TH ENG BN
AZ1AA,19TH ENG BN
DFLAA,589TH ENG BN
DE1AA,815TH ENG CO
DYJAA,93RD ENG BN
BVCAA,HHC 1ST MI BN
BHNAA,HQ 61ST MED BN
